ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
9312,23,female,2,own,moderate,Rich,3488,24,car
4893,26,female,1,own,little,moderate,1113,18,radio/TV
3595,30,male,2,own,little,moderate,7966,26,car
2729,31,female,2,own,moderate,Rich,1532,15,education
8075,42,male,1,own,little,Moderate,1503,4,radio/TV
7758,31,male,2,rent,little,little,2302,36,radio/TV
2278,41,male,1,own,little,little,662,6,car
3288,32,male,2,own,little,moderate,2273,36,education
3590,28,female,2,rent,moderate,moderate,2631,15,car
4947,41,male,2,rent,little,little,1503,12,car
3789,26,male,2,own,moderate,Rich,1311,24,radio/TV
8852,25,male,2,own,Rich,Rich,3105,24,radio/TV
4068,33,male,2,rent,little,rich,2319,21,education
9651,75,female,3,own,Rich,little,1374,6,car
9786,37,female,2,own,little,moderate,3612,18,furniture/equipment
1983,42,male,3,free,little,little,7763,48,car
2558,45,female,1,own,little,rich,3049,18,furniture/equipment
3593,23,male,2,rent,little,moderate,1534,12,radio/TV
4352,60,male,2,free,little,little,2032,24,car
2000,31,male,2,own,Rich,little,6350,30,furniture/equipment
2121,34,male,1,own,little,rich,2864,18,furniture/equipment
7032,61,male,1,own,little,Moderate,1255,12,car
6808,43,male,2,free,little,little,1333,24,car
4051,37,female,2,own,little,Rich,2022,24,car
3388,32,male,2,own,little,Rich,1552,24,radio/TV
1755,24,female,1,own,little,little,626,12,radio/TV
5215,35,male,2,free,little,little,8858,48,car
3286,23,female,2,own,Rich,Rich,996,12,repairs
4213,45,male,1,own,quite rich,Moderate,1750,6,radio/TV
2306,34,male,2,own,little,little,6999,48,radio/TV
1664,27,male,2,own,moderate,moderate,1995,12,car
3733,67,female,3,own,little,moderate,1199,9,education
2365,22,male,2,own,little,moderate,1331,12,radio/TV
7213,28,female,2,own,moderate,moderate,2278,18,car
2444,29,female,2,own,Rich,Rich,5003,21,car
6205,27,male,2,own,little,little,3552,24,furniture/equipment
8521,31,male,1,own,little,moderate,1928,18,furniture/equipment
5868,49,male,2,free,little,little,2964,24,car
9164,24,male,1,rent,little,little,1546,24,radio/TV
1307,29,female,2,own,little,rich,683,6,radio/TV
6174,37,male,2,free,little,moderate,12389,36,car
5443,37,male,3,own,Rich,moderate,4712,24,business
5141,23,female,2,rent,moderate,moderate,1553,24,radio/TV
4850,36,male,2,own,little,little,1372,12,car
9893,34,male,2,own,rich,Rich,2578,24,radio/TV
1081,41,male,2,own,Rich,moderate,3979,48,radio/TV
7050,31,female,2,own,little,little,6758,48,radio/TV
9360,23,female,1,rent,little,little,3234,24,furniture/equipment
2104,38,male,2,own,little,Rich,5954,30,radio/TV
5120,26,female,3,rent,little,little,5433,24,car
5465,22,female,1,own,little,little,806,15,business
1155,27,male,1,own,little,moderate,1082,9,radio/TV
8121,24,female,2,own,little,Rich,2788,15,furniture/equipment
3953,27,female,2,own,little,moderate,2930,12,radio/TV
1035,33,female,2,own,Rich,Rich,1927,24,education
3464,27,male,2,own,little,moderate,2820,36,car
7814,27,male,1,own,little,Moderate,937,24,education
8991,30,male,2,own,little,moderate,1056,18,car
8670,49,male,1,own,little,moderate,3124,12,car
3746,26,female,2,rent,little,little,1388,9,furniture/equipment
7691,33,male,1,rent,little,moderate,2384,36,repairs
5893,52,female,3,free,little,little,2133,12,car
6614,20,female,2,rent,little,little,2039,18,furniture/equipment
4215,36,male,2,rent,little,little,2799,9,car
9486,21,male,1,own,little,little,1289,12,furniture/equipment
4504,47,male,1,own,little,little,1217,18,domestic appliances
4959,60,male,2,own,little,little,2246,12,furniture/equipment
4675,58,female,1,own,little,little,385,12,radio/TV
3617,42,female,2,rent,little,moderate,1965,24,car
8747,36,female,1,own,rich,Moderate,1572,21,business
5470,20,female,1,rent,little,moderate,2718,24,car
2569,40,male,3,own,Rich,little,1358,24,vacation/others
1936,32,female,1,own,moderate,moderate,931,6,car
4755,23,female,2,rent,little,little,1442,24,car
7123,36,male,1,own,little,moderate,4241,24,business
5272,31,male,2,own,little,Rich,2775,18,car
7472,32,male,2,free,little,little,3863,24,business
7320,45,female,2,own,little,moderate,2329,7,radio/TV
6085,30,female,2,own,little,moderate,918,9,furniture/equipment
4035,34,female,1,free,little,moderate,1837,24,education
9468,28,female,3,own,little,Rich,3349,36,furniture/equipment
2969,23,female,2,own,little,rich,1275,10,furniture/equipment
8221,22,male,2,own,quite rich,little,2828,24,furniture/equipment
3217,74,male,3,own,little,Rich,4526,24,business
1738,50,female,2,free,moderate,moderate,2671,36,radio/TV
7849,33,male,2,own,little,Rich,2051,18,radio/TV
5100,45,male,2,free,little,little,1300,15,car
9450,22,female,2,own,moderate,little,741,12,domestic appliances
3534,48,female,1,free,moderate,rich,1240,10,car
2012,29,female,2,own,rich,little,3357,21,radio/TV
5228,22,female,2,rent,little,little,3632,24,car
2915,22,female,2,own,little,Rich,1808,18,furniture/equipment
9184,48,male,3,own,Rich,moderate,12204,48,business
3381,27,male,3,free,little,moderate,9157,60,radio/TV
8631,37,male,2,rent,little,little,3676,6,car
5754,21,female,2,rent,moderate,moderate,3441,30,furniture/equipment
4276,49,male,1,own,little,Moderate,640,12,car
8487,27,male,2,own,little,moderate,3652,21,business
2961,32,male,2,own,little,Rich,1530,18,car
1439,38,male,2,own,Rich,Rich,3914,48,business
4891,22,female,2,rent,little,little,1858,12,furniture/equipment
4593,65,male,2,free,little,little,2600,18,radio/TV
1669,35,male,2,own,Rich,Rich,1979,15,radio/TV
3737,41,male,2,own,little,rich,2116,6,furniture/equipment
1329,29,male,2,own,moderate,moderate,1437,9,car
1702,36,male,2,own,quite rich,Rich,4042,42,furniture/equipment
6772,64,male,1,own,Moderate,Moderate,3832,9,education
4637,28,female,2,own,little,little,3660,24,radio/TV
2836,44,male,2,own,little,little,1553,18,furniture/equipment
2711,23,male,2,own,Rich,moderate,1444,15,radio/TV
6313,19,female,2,rent,little,little,1980,9,furniture/equipment
8424,25,female,1,own,little,moderate,1355,24,car
6839,47,male,2,own,little,Rich,1393,12,education
5746,28,female,2,own,quite rich,Rich,1376,24,radio/TV
4763,21,male,2,own,little,Rich,15653,60,radio/TV
9587,34,female,2,own,little,Rich,1493,12,radio/TV
8355,26,male,2,own,little,little,4370,42,radio/TV
1214,27,female,0,own,little,little,750,18,education
1542,38,male,1,own,little,moderate,1308,15,repairs
5989,40,male,3,own,moderate,Rich,4623,15,education
3321,33,male,2,own,little,Rich,1851,24,radio/TV
9700,32,male,3,own,little,little,1880,18,radio/TV
6163,27,male,2,rent,little,little,7980,36,business
7442,32,male,2,own,little,little,4583,30,furniture/equipment
4500,26,female,2,own,quite rich,Rich,1386,12,car
2200,38,male,2,free,little,rich,947,24,car
5811,40,male,1,rent,little,little,684,12,education
3696,50,male,3,free,little,little,7476,48,education
6282,37,male,1,own,little,moderate,1922,12,furniture/equipment
2501,45,male,2,own,little,little,2303,24,car
4540,42,male,3,own,moderate,moderate,8086,36,car
2606,35,male,2,own,little,Rich,2346,24,car
9646,22,male,2,free,little,little,3973,14,car
5819,41,male,1,own,little,moderate,888,12,car
3954,37,male,2,own,Rich,Rich,10222,48,radio/TV
8160,28,female,2,own,little,moderate,4221,30,business
8430,41,male,2,own,little,moderate,6361,18,furniture/equipment
2917,23,male,2,rent,little,rich,1297,12,radio/TV
4093,23,male,2,own,Rich,little,900,12,car
4267,50,male,2,own,little,Rich,2241,21,furniture/equipment
1954,35,male,3,own,little,moderate,1050,6,furniture/equipment
8721,50,female,1,own,little,rich,1047,6,education
2134,27,male,3,own,little,Rich,6314,24,vacation/others
1521,34,male,2,own,rich,moderate,3496,30,furniture/equipment
7162,27,female,2,own,little,Rich,3609,48,business
7686,43,male,2,rent,little,little,4843,12,car
5042,47,male,2,own,little,rich,3017,30,radio/TV
1271,27,male,1,own,moderate,Moderate,4139,24,business
2586,31,male,2,own,moderate,Rich,5742,36,business
5966,42,male,3,own,little,Rich,10366,60,car
8429,24,male,2,own,quite rich,Rich,2080,6,car
2634,41,male,1,own,quite rich,Moderate,2580,21,business
9118,26,female,3,rent,little,little,4530,30,radio/TV
5800,33,male,2,own,little,Rich,5150,24,furniture/equipment
8543,24,male,2,own,moderate,moderate,5595,72,radio/TV
6185,64,male,1,rent,little,little,2384,24,radio/TV
2219,26,female,2,own,little,Rich,1453,18,radio/TV
3407,56,female,2,own,little,Rich,1538,6,education
1824,37,male,2,free,little,little,2279,12,radio/TV
3359,33,male,2,own,little,Rich,1478,15,radio/TV
7043,47,male,2,free,little,little,5103,24,radio/TV
6018,31,male,1,own,moderate,moderate,9857,36,business
9230,34,male,2,free,little,little,6527,60,car
8780,27,male,2,own,Rich,rich,1347,10,radio/TV
4509,30,male,2,free,moderate,moderate,2862,36,car
4489,35,male,2,own,moderate,Rich,2753,9,radio/TV
9040,31,male,2,own,rich,little,3651,12,car
3214,25,male,2,own,little,little,975,15,furniture/equipment
4170,25,female,1,own,moderate,moderate,2631,15,repairs
3910,29,male,2,own,moderate,moderate,2896,24,radio/TV
9280,44,male,1,own,Moderate,little,4716,6,car
6840,28,male,2,own,little,Rich,2284,24,radio/TV
6335,50,male,2,rent,quite rich,little,1236,6,car
8227,29,male,2,own,little,moderate,1103,12,radio/TV
6030,38,female,0,own,little,little,926,12,car
2369,24,male,2,own,little,Rich,1800,18,radio/TV
7884,40,male,3,rent,little,rich,1905,15,education
3962,29,female,1,rent,quite rich,Moderate,1123,12,furniture/equipment
2692,46,male,2,free,little,little,6331,48,car
7981,47,female,2,free,moderate,rich,1377,24,radio/TV
2617,41,male,2,own,moderate,moderate,2503,30,business
2633,32,female,2,own,little,moderate,2528,27,business
5590,35,female,2,free,quite rich,little,5324,15,car
5514,24,male,2,own,moderate,moderate,6560,48,car
9858,25,female,2,rent,little,moderate,2969,12,furniture/equipment
7465,25,female,2,own,little,moderate,1206,9,radio/TV
9789,37,male,1,own,little,moderate,2118,9,radio/TV
2719,32,male,3,own,quite rich,Rich,629,18,radio/TV
9950,35,female,2,free,little,little,1198,6,education
9022,46,male,3,own,Rich,Rich,2476,21,car
6866,25,male,1,own,little,little,1138,9,radio/TV
5416,27,male,3,own,little,moderate,14027,60,car
2367,63,male,2,own,Rich,Rich,7596,30,car
7698,40,male,2,own,Rich,Rich,3077,30,radio/TV
3435,32,male,3,free,little,little,1505,18,radio/TV
8693,31,male,2,own,Rich,rich,3148,24,radio/TV
9163,31,male,2,own,moderate,moderate,6148,20,car
6880,34,male,3,own,little,rich,1337,9,radio/TV
8552,24,female,2,rent,rich,moderate,433,6,education
9237,24,female,1,own,little,little,1228,12,car
7577,66,female,1,own,quite rich,moderate,790,9,radio/TV
1810,21,female,2,rent,little,little,2570,27,car
9359,41,female,1,own,rich,Moderate,250,6,car
7757,47,male,1,own,quite rich,Moderate,1316,15,radio/TV
8310,25,female,2,rent,little,little,1882,18,radio/TV
6660,59,female,2,rent,little,moderate,6416,48,business
8897,36,male,2,own,rich,rich,1275,24,business
4892,33,male,2,own,little,moderate,6403,24,radio/TV
9658,21,male,1,rent,little,little,1987,24,radio/TV
4998,44,female,1,own,little,moderate,760,8,radio/TV
3000,28,female,2,rent,rich,little,2603,24,car
5449,37,female,2,own,little,Rich,3380,4,car
9780,29,female,0,own,little,moderate,3990,36,domestic appliances
4732,23,female,3,rent,little,moderate,11560,24,car
7601,35,male,1,own,moderate,little,4380,18,car
2516,45,male,3,own,little,Rich,6761,6,car
4208,26,female,1,rent,moderate,moderate,4280,30,business
9936,32,male,2,own,moderate,little,2325,24,car
6182,23,male,1,own,little,moderate,1048,10,radio/TV
4220,41,male,2,own,Rich,Rich,3160,21,radio/TV
2236,22,male,2,own,quite rich,little,2483,24,furniture/equipment
1054,30,male,3,own,Rich,little,14179,39,furniture/equipment
7131,28,male,1,own,little,little,1797,13,business
1333,23,female,2,rent,little,little,2511,15,car
6208,37,female,1,own,little,little,1274,12,car
3604,26,male,2,own,Rich,Rich,5248,21,car
6014,33,male,2,own,little,Rich,3029,15,car
4706,49,female,2,own,little,little,428,6,furniture/equipment
3387,23,female,1,own,little,little,976,18,car
4715,23,female,1,rent,moderate,moderate,841,12,business
9838,25,female,2,own,little,Rich,5771,30,radio/TV
8109,55,male,2,free,rich,little,1555,12,repairs
1296,32,female,2,rent,little,little,1285,24,car
1424,74,male,0,own,little,rich,1299,6,car
5419,39,male,2,free,little,rich,1271,15,radio/TV
9108,31,male,2,own,little,Rich,1393,24,car
3063,35,male,2,own,little,little,691,12,car
2428,59,female,2,own,Rich,Rich,5045,15,car
1625,24,female,2,rent,little,little,2124,18,furniture/equipment
2957,24,male,1,own,little,little,2214,12,radio/TV
6467,30,male,3,free,little,little,12680,21,car
5751,27,male,2,own,moderate,Rich,2463,24,car
3885,40,male,1,own,little,moderate,1155,12,radio/TV
2231,31,male,1,own,little,little,3108,30,furniture/equipment
4900,31,female,2,rent,little,little,2901,10,car
1213,28,male,2,rent,little,moderate,3617,12,furniture/equipment
2579,63,male,1,own,little,Moderate,1655,12,radio/TV
1120,26,female,2,rent,little,little,2812,24,car
6286,25,female,3,own,little,little,8065,36,education
7518,36,male,3,own,little,Rich,3275,21,car
6093,52,male,2,own,moderate,Rich,2223,24,radio/TV
4422,66,male,0,free,quite rich,rich,1480,12,car
3170,25,female,2,rent,little,little,1371,24,car
1513,37,male,2,own,little,Rich,3535,36,car
6647,25,female,2,own,little,little,3509,18,radio/TV
3923,38,male,3,own,rich,Rich,5711,36,car
6333,67,female,2,own,little,moderate,3872,18,repairs
4655,25,male,2,own,little,moderate,4933,39,radio/TV
8148,60,male,2,own,rich,Rich,1940,24,car
5699,31,male,1,own,little,moderate,1410,12,education
3303,23,female,1,own,moderate,moderate,836,12,car
2304,60,male,3,own,Rich,moderate,6468,20,car
4027,35,male,1,own,rich,moderate,1941,18,business
5118,40,male,2,own,quite rich,Rich,2675,22,radio/TV
6626,38,male,2,own,Rich,Rich,2751,48,car
1475,50,male,2,free,little,moderate,6224,48,education
5051,27,male,2,own,little,little,5998,40,education
6359,39,female,2,own,little,moderate,1188,21,business
9727,41,male,3,own,Rich,Rich,6313,24,car
5032,27,male,2,own,Rich,Rich,1221,6,furniture/equipment
5271,51,male,2,free,little,rich,2892,24,furniture/equipment
4279,32,male,2,rent,quite rich,little,3062,24,furniture/equipment
5450,22,female,2,rent,moderate,little,2301,9,furniture/equipment
9417,51,male,2,free,little,little,7511,18,car
7969,22,female,1,rent,little,Moderate,1258,12,furniture/equipment
1026,54,male,2,own,Rich,Rich,717,24,car
6058,35,male,0,own,little,moderate,1549,9,car
6377,54,male,2,free,little,little,1597,24,education
1859,48,female,1,rent,little,moderate,1795,18,radio/TV
8442,24,female,2,own,little,little,4272,20,furniture/equipment
9607,35,male,2,own,Rich,Rich,976,12,radio/TV
7970,24,female,0,rent,little,moderate,7472,12,car
7653,24,male,2,own,little,little,9271,36,car
8163,26,male,1,own,little,moderate,590,6,radio/TV
8010,65,male,2,own,Rich,Rich,930,12,radio/TV
3254,55,male,3,free,little,moderate,9283,42,car
1326,26,female,0,rent,little,moderate,1778,15,car
8982,26,male,2,own,little,moderate,907,8,business
8478,28,male,1,own,little,moderate,484,6,radio/TV
5622,24,male,2,own,little,little,9629,36,car
7861,54,male,2,own,little,little,3051,48,domestic appliances
7331,46,male,2,free,little,little,3931,48,car
3086,54,female,2,rent,little,moderate,7432,36,car
9399,62,male,2,own,quite rich,Rich,1338,6,domestic appliances
2707,24,female,2,rent,little,little,1554,6,radio/TV
2234,43,male,3,own,little,little,15857,36,vacation/others
3960,26,male,2,own,little,little,1345,18,radio/TV
5704,27,male,2,own,little,Rich,1101,12,car
3113,24,male,2,own,little,rich,3016,12,radio/TV
6190,41,male,2,own,little,little,2712,36,furniture/equipment
5899,47,male,1,own,little,little,731,8,car
2340,35,male,3,own,little,Rich,3780,18,furniture/equipment
3493,30,male,2,own,little,little,1602,21,car
1596,33,female,2,rent,little,little,3966,18,car
5538,36,male,2,own,little,Rich,4165,18,business
4707,47,male,2,free,little,little,8335,36,car
6903,38,male,2,free,little,moderate,6681,48,business
7343,44,male,2,own,quite rich,Rich,2375,24,business
7287,23,female,2,rent,little,little,1216,18,car
5962,29,male,2,rent,little,little,11816,45,business
2307,42,female,2,own,Rich,moderate,5084,24,radio/TV
2787,25,female,1,own,little,rich,2327,15,radio/TV
5224,48,male,2,own,little,little,1082,12,car
6300,21,female,2,own,Rich,Rich,886,12,radio/TV
7726,23,female,1,rent,little,Moderate,601,4,furniture/equipment
2073,63,male,2,own,little,little,2957,24,car
1633,46,male,2,own,little,Rich,2611,24,radio/TV
6725,29,male,2,own,little,little,5179,36,furniture/equipment
6447,28,male,1,own,little,Moderate,2993,21,car
7522,23,female,2,own,little,Rich,1943,18,repairs
7300,50,male,2,own,little,Rich,1559,24,business
7488,47,male,2,own,little,Rich,3422,18,furniture/equipment
9955,35,male,2,own,Rich,moderate,3976,21,furniture/equipment
2050,68,male,2,rent,little,little,6761,18,car
6561,28,male,2,own,little,Rich,1249,24,car
5584,59,male,2,own,little,little,1364,9,radio/TV
6530,57,male,1,own,little,little,709,12,radio/TV
7945,33,male,2,rent,little,little,2235,20,car
9283,43,male,2,own,Rich,Rich,4042,24,car
3826,35,male,2,free,little,little,1471,15,radio/TV
2563,32,male,1,free,little,little,1442,18,car
2186,45,male,2,own,little,Rich,10875,36,car
1476,33,male,2,own,moderate,Rich,1474,24,car
1027,40,female,2,own,Rich,Rich,894,10,education
3257,28,male,2,free,little,little,3343,15,furniture/equipment
7860,29,female,2,own,little,little,3959,15,car
5922,26,male,2,rent,moderate,little,3577,9,car
8772,27,male,2,own,rich,Rich,5804,24,car
5979,28,male,2,own,little,Rich,2169,18,business
9584,35,female,2,own,little,little,2439,24,radio/TV
2683,32,male,1,own,rich,Moderate,4526,27,furniture/equipment
8419,25,male,1,rent,little,Moderate,2210,10,furniture/equipment
4411,20,female,2,rent,quite rich,little,2221,15,furniture/equipment
9973,27,female,2,own,little,little,2389,18,radio/TV
6409,42,male,2,own,little,Rich,3331,12,furniture/equipment
6151,37,male,2,own,Rich,Rich,7409,36,business
2709,24,female,2,rent,little,little,652,12,furniture/equipment
8177,40,female,2,own,quite rich,Rich,7678,36,furniture/equipment
3612,46,male,2,own,little,rich,1343,6,car
3274,26,male,2,own,moderate,little,1382,24,business
8578,24,female,2,own,Rich,Rich,874,15,domestic appliances
2731,29,male,1,own,little,little,3590,12,furniture/equipment
3308,40,female,2,own,rich,moderate,1322,11,car
4285,36,male,3,free,little,little,1940,18,radio/TV
5730,28,male,2,own,little,Rich,3595,36,radio/TV
9270,27,male,3,free,little,little,1422,9,car
2442,36,male,2,own,Rich,Rich,6742,30,radio/TV
4138,38,male,3,own,little,Rich,7814,24,car
5722,48,male,2,free,little,little,9277,24,car
3231,36,male,2,own,Rich,moderate,2181,30,car
8483,65,female,0,own,little,little,1098,18,radio/TV
6032,43,male,2,own,little,moderate,4057,24,furniture/equipment
7439,53,female,2,own,little,little,795,12,education
3937,34,male,2,own,Rich,moderate,2825,24,business
4611,23,male,2,own,little,moderate,15672,48,business
6214,34,male,3,own,little,Rich,6614,36,car
2357,40,male,2,rent,little,little,7824,28,car
9867,43,male,3,own,little,little,2442,27,business
2401,46,male,2,own,little,Rich,1829,15,radio/TV
2348,38,male,1,own,little,little,2171,12,car
9092,34,male,2,own,little,moderate,5800,36,car
1627,29,male,2,own,Rich,Rich,1169,18,radio/TV
8364,31,male,3,own,Rich,Rich,8947,36,car
3112,28,female,3,rent,little,little,2606,21,radio/TV
7828,35,female,2,own,rich,Rich,1592,12,furniture/equipment
3448,33,female,1,rent,Moderate,Moderate,2186,15,furniture/equipment
7636,42,male,2,own,little,little,4153,18,furniture/equipment
1283,43,male,2,rent,little,little,2625,16,car
6949,44,male,2,own,Rich,Rich,3485,20,car
3342,42,male,2,free,little,little,10477,36,car
2989,40,male,2,rent,little,little,1386,15,radio/TV
8091,36,male,3,own,little,Rich,1278,24,radio/TV
5799,20,male,3,rent,little,little,1107,12,radio/TV
1753,24,male,1,own,Moderate,little,3763,21,car
8336,27,male,2,own,Rich,moderate,3711,36,education
5243,46,female,1,own,little,Moderate,3594,15,car
5083,33,female,1,own,Moderate,moderate,3195,9,car
8656,34,female,2,own,little,Rich,4454,36,radio/TV
5268,25,female,1,own,little,moderate,4736,24,furniture/equipment
2450,25,female,2,own,Rich,moderate,2991,30,radio/TV
7987,28,male,2,own,rich,Rich,2142,11,business
6602,31,male,2,rent,little,little,3161,24,business
7038,32,female,3,own,little,moderate,18424,48,vacation/others
8960,32,male,2,own,moderate,Rich,2848,10,car
2535,68,male,3,own,little,little,14896,6,car
4257,33,male,2,own,moderate,little,2359,24,furniture/equipment
4079,39,male,3,rent,little,little,3345,24,furniture/equipment
3323,28,female,2,own,little,Rich,1817,18,furniture/equipment
4357,37,male,3,own,quite rich,Rich,12749,48,radio/TV
6823,22,female,2,rent,little,little,1366,9,radio/TV
3849,30,male,2,rent,little,moderate,2002,12,car
5764,55,male,2,own,little,little,6872,24,furniture/equipment
2396,46,male,2,own,little,little,697,12,car
4620,21,female,2,rent,little,little,1049,18,furniture/equipment
2209,39,male,2,free,little,little,10297,48,car
4497,58,male,2,own,Rich,Rich,1867,30,radio/TV
8287,43,male,1,own,little,little,1344,12,car
7608,24,male,1,own,little,little,1747,24,furniture/equipment
3908,22,female,2,own,little,moderate,1670,9,radio/TV
3013,30,male,2,own,little,Rich,1224,9,car
6343,42,male,2,own,quite rich,Rich,522,12,radio/TV
9827,23,female,2,own,little,little,1498,12,radio/TV
7196,30,male,3,own,moderate,moderate,1919,30,radio/TV
1206,28,female,1,own,little,rich,745,9,radio/TV
9497,30,male,3,rent,little,moderate,2063,6,radio/TV
6101,42,male,2,free,little,moderate,6288,60,education
5475,46,male,3,own,Rich,Rich,6842,24,car
3580,45,male,3,own,Rich,Rich,3527,12,car
8142,31,male,1,own,little,Moderate,1546,10,car
5061,31,male,2,own,Rich,Rich,929,24,furniture/equipment
9357,42,male,1,own,little,Moderate,1455,4,car
7657,46,female,2,rent,little,little,1845,15,furniture/equipment
5605,30,female,2,own,quite rich,moderate,8358,48,car
1444,30,male,2,free,quite rich,little,3349,24,furniture/equipment
6008,38,male,3,own,Rich,Rich,2859,12,car
6470,43,male,1,own,little,Moderate,1533,18,furniture/equipment
4188,31,male,2,own,moderate,Rich,3621,24,radio/TV
6516,40,male,0,own,little,moderate,3590,18,business
5013,24,male,2,own,little,little,2145,36,business
9021,28,female,2,rent,quite rich,moderate,4113,24,car
5834,26,female,3,own,little,Rich,10974,36,furniture/equipment
6977,29,female,2,own,little,little,1893,12,car
2155,57,female,3,rent,rich,little,1231,24,radio/TV
7852,49,male,1,own,Moderate,rich,3656,30,radio/TV
6155,37,male,1,own,little,moderate,1154,9,radio/TV
4961,45,male,1,own,little,little,4006,28,car
1033,30,male,2,free,moderate,moderate,3069,24,furniture/equipment
8633,30,male,2,rent,little,little,1740,6,radio/TV
1442,47,male,2,own,little,moderate,2353,21,car
9935,29,male,2,own,Rich,Rich,3556,15,car
9227,35,male,2,own,quite rich,Rich,2397,24,radio/TV
3070,22,male,1,own,little,moderate,454,6,repairs
6604,26,female,2,own,Rich,moderate,1715,30,radio/TV
2322,23,male,1,own,quite rich,moderate,2520,27,radio/TV
4110,54,female,3,rent,little,little,3568,15,radio/TV
5208,29,male,2,rent,little,little,7166,42,radio/TV
8423,40,male,1,own,little,little,3939,11,car
5122,22,male,2,own,moderate,moderate,1514,15,repairs
4412,43,male,1,own,little,Moderate,7393,24,car
2970,29,female,0,rent,little,little,1193,24,car
6597,36,male,2,rent,little,little,7297,60,business
6273,33,female,2,own,little,Rich,2831,30,radio/TV
1464,57,female,1,own,quite rich,rich,1258,24,radio/TV
6899,64,female,2,own,little,moderate,753,6,radio/TV
4506,42,male,2,own,Rich,moderate,2427,18,business
7736,47,male,1,own,little,Moderate,2538,24,car
7468,25,male,2,rent,moderate,moderate,1264,15,car
2892,49,male,2,own,little,moderate,8386,30,furniture/equipment
7912,33,male,3,rent,little,little,4844,48,business
3596,28,female,3,own,moderate,rich,2923,21,car
2587,26,male,2,own,little,little,8229,36,car
2942,30,male,1,own,little,Moderate,2028,24,furniture/equipment
2885,25,female,2,rent,little,little,1433,15,furniture/equipment
1685,33,male,2,own,little,rich,6289,42,business
6596,64,female,2,own,moderate,Rich,1409,13,radio/TV
7576,29,male,3,free,little,little,6579,24,car
8983,48,male,1,own,little,moderate,1743,24,radio/TV
5220,37,male,1,own,Moderate,Moderate,3565,12,education
3679,34,male,1,own,moderate,Moderate,1569,15,radio/TV
2933,23,male,1,rent,Moderate,little,1936,18,radio/TV
3199,30,male,3,own,little,little,3959,36,furniture/equipment
8013,50,male,2,own,Rich,Rich,2390,12,car
2165,31,female,1,own,little,Moderate,1736,12,furniture/equipment
3345,40,male,3,own,little,little,3857,30,car
2111,38,male,2,own,little,Rich,804,12,radio/TV
9678,23,male,2,free,little,little,1845,45,radio/TV
7976,27,male,2,own,moderate,moderate,4576,45,car
